name	cuisines	rank	nreviews	address	phone	website	score	food	service	value	new_address	location	point
Berretin	Cena	#1.800 de 5.004 	38.0	Avenida Del Libertador 4101 Hipódromo Argentino de Palermo, Buenos Aires C1426BWC Argentina	+54 11 4778-2800		4.0	4.0	3.5	3.5	Del Libertador 4101, CABA, Argentina	Del Libertador, Avenida Congreso, Barrio River, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428AGL, Argentina	(-34.55193715, -58.456148649999996, 0.0)
Regionale Trattoria	Cena	#1.805 de 5.004 	23.0	Calle Superi 1450, Buenos Aires C1426BAH Argentina	+54 11 6936-6774		4.0	4.5	4.5	4.0	Superi 1450, CABA, Argentina	1450, Superí, Colegiales, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1426ELR, Argentina	(-34.574034, -58.4604669, 0.0)
Las Medialunas Del Abuelo	Comida para llevar	#1.807 de 5.004 	26.0	Avenida Rivadavia 5926, Buenos Aires C1406GLP Argentina	20573930	http://www.medialunasdelabuelo.com/	4.0	4.0	4.0	4.0	Rivadavia 5926, CABA, Argentina	Rivadavia, Vedia, Núñez, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1429DXC, Argentina	(-34.5366131, -58.4680033, 0.0)
Elote	Latina, Venezolana, Mexicana, Caribeña, Española, Sudamericana	#1.815 de 5.004 	12.0	Avenida Jorge Newbery 3791, Buenos Aires C1427EGD Argentina	54945538430	http://www.facebook.com/elotecocinaposta/	4.5				Jorge Newbery 3791, CABA, Argentina	Elote, 3791, Jorge Newbery, Chacarita, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427EGD, Argentina	(-34.5856617, -58.4499506, 0.0)
Roll'in Luí Alimentos	Almuerzo	#1.825 de 5.004 	22.0	Jorge Newery 3674, Buenos Aires 1426 Argentina	4551 3767	https://www.facebook.com/Rollinlui/	5.0	5.0	4.5	4.5	Jorge Newery 3674, CABA, Argentina		
La Choppería	Reservas, Asiento	#1.827 de 5.004 	25.0	Calle Gurruchaga 1711 Esquina con El Salvador, Buenos Aires C1414DII Argentina	+54 11 4831-6277	https://www.facebook.com/pg/lachopperia/about/?ref=page_internal	4.0	3.5	3.0	3.5	Gurruchaga 1711, CABA, Argentina	1711, Gurruchaga, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414BAG, Argentina	(-34.588608676109416, -58.42789258126032, 0.0)
1745 BAR RESTO	Bar, Pub, Argentina, Sudamericana	#1.831 de 5.004 	19.0	Bartolomé Mitre 1745 Entre Callao y Rodriguez Peña, Buenos Aires C1037ABG Argentina	+54 11 4372-6287	http://www.facebook.com/1745Resto/	4.5	4.5	4.5	4.5	Bartolomé Mitre 1745, CABA, Argentina	1745, Bartolomé Mitre, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1037ADA, Argentina	(-34.60790545918367, -58.3912665877551, 0.0)
La Veneziana	Argentina, Sudamericana	#1.837 de 5.004 	11.0	Neuquén 1275 Caballito, Buenos Aires 1424 Argentina	+54 11 4432-7474	http://www.laveneziana.com.ar/	4.5				Neuquén 1275, CABA, Argentina	1275, Neuquén, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405AME, Argentina	(-34.61566428571429, -58.45160277142857, 0.0)
Baking ba	Almuerzo	#1.840 de 5.004 	29.0	Suipacha 747, Buenos Aires Argentina	+54 11 4432-7474	http://www.bakingba.com.ar/	4.0	4.5	4.5	4.5	Suipacha 747, CABA, Argentina	747, Suipacha, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1054AAC, Argentina	(-34.599625532653064, -58.37965235714286, 0.0)
Burger King	Comida para llevar, Acceso para silla de ruedas	#1.848 de 5.004 	75.0	Calle Carlos Pellegríni, 451 - San Nicolás, Buenos Aires Argentina	+54 11 4432-7474	http://www.burgerking.com.ar/	3.5	3.5	3.5	3.5	Carlos Pellegríni, 451, CABA, Argentina	451, Carlos Pellegrini, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAJ, Argentina	(-34.60302210408163, -58.380804263265304, 0.0)
DRAFT by MyBeer	Cena, Abierto hasta tarde, Bebidas, Almuerzo	#1.851 de 5.004 	14.0	Manuela Pedraza 4069 Coghlan, Buenos Aires C1430AOM Argentina	+54 11 6454-1108	http://draftbymybeer.com/	4.5				Manuela Pedraza 4069, CABA, Argentina	4069, Manuela Pedraza, Coghlan, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1430APA, Argentina	(-34.5595753877551, -58.48118655102041, 0.0)
Wok Express	Apto para vegetarianos, Opciones veganas	#1.852 de 5.004 	37.0	Calle Carlos Pellegrini 169, Buenos Aires C1009ABC Argentina	+54 11 6454-1108	https://www.facebook.com/wokexpressbaires	4.0	4.5	3.5	4.5	Carlos Pellegrini 169, CABA, Argentina	169, Carlos Pellegrini, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1009, Argentina	(-34.606444132142855, -58.38066161785714, 0.0)
La Nueva Gata Alegría	Cena	#1.853 de 5.004 	16.0	Calle Billinghurst 2046 entre Juncal y Berutti, Buenos Aires C1425DTP Argentina	+54 11 4823-6557		4.5	4.0	4.5	4.5	Billinghurst 2046, CABA, Argentina	2046, Billinghurst, Barrio Norte, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425DTS, Argentina	(-34.587725893877554, -58.40795595714285, 0.0)
Pizzicato	Almuerzo, Cena	#1.875 de 5.004 	15.0	Avenida Asamblea 499 Y Jose Maria Moreno, Buenos Aires C1424COE Argentina	+54 11 4924-2724		4.5	4.0	4.0	4.0	Asamblea 499, CABA, Argentina	Asamblea, Parque Chacabuco, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina	(-34.6370199, -58.4466169, 0.0)
Praline Cakes		#1.891 de 5.004 	10.0	Calle Fray Justo Santa Maria de Oro 2686, Buenos Aires C1425FON Argentina	+54 11 3140-5576	https://www.facebook.com/pralinecakes/	4.5				Fray Justo Santa Maria de Oro 2686, CABA, Argentina	2686, Fray Justo Santa María de Oro, Palermo Pacífico, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BHG, Argentina	(-34.57747393938519, -58.422880345656246, 0.0)
Street Market	Cervecería, Pizzería, Café, Sushi, Española, Pub	#1.893 de 5.004 	8.0	Avenida Paseo Colon 207 Avenida Paseo Colon 207, Buenos Aires C1063ACC Argentina	+54 11 6002-6920	http://streetmarket.com.ar/	5.0				Paseo Colon 207, CABA, Argentina	Paseo Colon, Avenida Paseo Colón, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1063ACR, Argentina	(-34.6146201, -58.3687987, 0.0)
Brasileirinho	Desayuno, Almuerzo, Cena	#1.897 de 5.004 	41.0	Calle Florida 537 Local 270, Subsolo, Buenos Aires C1005AAK Argentina	+54 11 4328-8787	http://www.facebook.com/Brasileirinho-527437577422477	4.0	4.0	4.0	4.0	Florida 537, CABA, Argentina	Athena Bitcoin ATM, 537, Florida, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1005AKK, Argentina	(-34.6015235, -58.3750437, 0.0)
La Casona Del Griego	Almuerzo, Cena	#1.907 de 5.004 	26.0	Calle Gervasio Espinosa 79, Buenos Aires C1406CBA Argentina	4431-0984/ 4433-3390	http://www.lacasonadelgriego.com.ar/el-griego/	4.0	4.0	3.5	3.5	Gervasio Espinosa 79, CABA, Argentina	79, Gervasio Espinosa, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1406GLA, Argentina	(-34.621476808163266, -58.44622625510204, 0.0)
Burger King	Cena	#1.910 de 5.004 	110.0	Avenida Santa Fe 4190, Buenos Aires C1425BHQ Argentina	+54 810-122-5464	http://www.burgerking.com.ar/	3.5	3.5	3.5	3.0	Santa Fe 4190, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
Fiorenza	Argentina, Italiana, Sudamericana	#1.920 de 5.004 	9.0	Avenida Diaz Velez 5316 Caballito, Buenos Aires C1405DCV Argentina	+54 11 4982-9892	http://www.fiorenzahelados.com.ar/header.html	5.0				Diaz Velez 5316, CABA, Argentina	Diaz Vélez, Doctor Honorio Pueyrredón, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405DCK, Argentina	(-34.6077085, -58.445154, 0.0)
Estación 628	Cena	#1.923 de 5.004 	9.0	Avenida Raul Scalabrini Ortiz 628, Buenos Aires C1414DNT Argentina	+54 11 4855-6155	https://www.facebook.com/estacion628/	5.0				Raul Scalabrini Ortiz 628, CABA, Argentina	Raúl Scalabrini Ortiz, Junín, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1113AAX, Argentina	(-34.5871564, -58.3923231, 0.0)
Kentucky	Comida para llevar, Asiento	#1.938 de 5.004 	79.0	Paraguay 501, Buenos Aires Argentina	43115994	http://www.pizzeriaskentucky.com/	3.5	3.5	3.5	3.5	Paraguay 501, CABA, Argentina	501, Paraguay, Microcentro, Retiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1004AAT, Argentina	(-34.5973761, -58.3743763, 0.0)
Pikito	Cena	#1.941 de 5.004 	45.0	Calle Helguera 2916, Buenos Aires C1417CQP Argentina	4502-0983		3.5	3.5	3.5	4.0	Helguera 2916, CABA, Argentina	2916, Helguera, Villa del Parque, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1417, Argentina	(-34.60200134285714, -58.492970542857144, 0.0)
Holy Burgirls	Comida rápida, Argentina, Sudamericana	#1.944 de 5.004 	31.0	Bulnes 1248, Buenos Aires 1176 Argentina	+54 11 2068-0242	http://www.facebook.com/holyburgirls/	4.0	4.5	4.5	4.0	Bulnes 1248, CABA, Argentina	1248, Bulnes, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1189AAS, Argentina	(-34.59724436210353, -58.41723044605882, 0.0)
Haysam	Apto para vegetarianos	#1.945 de 5.004 	33.0	Avenida Scalabrini Ortiz 1601 El Salvador, Buenos Aires Argentina	48339321		4.0	4.0	3.5	4.0	Scalabrini Ortiz 1601, CABA, Argentina	Scalabrini Ortiz, Avenida Santa Fe, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BGL, Argentina	(-34.5851659, -58.4158912, 0.0)
Club Portugues	Comida para llevar, Reservas, Asiento	#1.970 de 5.004 	54.0	Avenida Pedro Goyena 1468, Buenos Aires C1406GWQ Argentina	+54 11 4432-5801		3.5	3.5	3.0	3.5	Pedro Goyena 1468, CABA, Argentina	Pedro Goyena, Vicente López, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5878513, -58.3947412, 0.0)
Punto y Banca	Apto para vegetarianos	#1.974 de 5.004 	23.0	Mansilla 3494 Palermo, Buenos Aires C1180ACH Argentina	+54 11 4823-9345		4.0	4.0	3.5	4.0	Mansilla 3494, CABA, Argentina	Los Muchachos de Punto y Banca, 3494, General Lucio Norberto Mansilla, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425DEP, Argentina	(-34.5918975, -58.4135823, 0.0)
TuArepa.com	Latina, Venezolana, Española, Sudamericana	#1.980 de 5.004 	14.0	Aguero 1199 y paraguay, Buenos Aires C1425EHA Argentina	+54 11 2402-9384	http://www.facebook.com/tuarepabuenosaires/	4.5				Aguero 1199, CABA, Argentina	1199, Agüero, Abasto, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1187AAE, Argentina	(-34.595805, -58.4095661, 0.0)
Confiteria Antigua Belgrano		#1.983 de 5.004 	11.0	Cabildo 2077 Juramento, Buenos Aires Argentina	47885829		4.5	4.5	4.0	4.0	Cabildo 2077, CABA, Argentina	Cabildo de Buenos Aires, 65, Bolívar, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1066AAA, Argentina	(-34.608893800000004, -58.373704422034706, 0.0)
Sumaq Sangucheria Italo Peruana	Cena, Desayuno, Almuerzo	#1.988 de 5.004 	21.0	Avenida Cordoba 380, Buenos Aires C1054AAP Argentina	4313 5559	https://www.pyme.pe/sumaq	4.0	4.5	4.0	4.0	Cordoba 380, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Pekin Restaurante	Almuerzo	#1.990 de 5.004 	31.0	Marcelo t de Alvear 430, Buenos Aires Argentina	4313 5559		4.0	3.5	3.5	4.0	Marcelo t de Alvear 430, CABA, Argentina	430, Marcelo T. de Alvear, Microcentro, Retiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1054AAQ, Argentina	(-34.596279685714286, -58.37351282857143, 0.0)
Gustado’s	Argentina, Sudamericana	#2.014 de 5.004 	11.0	Bogota 350, Buenos Aires C1405 Argentina	+54 11 4902-5001	http://www.gustados.com.ar/	4.5				Bogota 350, CABA, Argentina	350, Bogotá, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405BOB, Argentina	(-34.6143525, -58.4368134, 0.0)
La Parrilla De Dieguito	Cena	#2.015 de 5.004 	15.0	Joaquin V. Gonzalez 3101, Buenos Aires Argentina	+54 11 4902-5001		4.5				Joaquin V. Gonzalez 3101, CABA, Argentina	Joaquín V. González, Floresta, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DYD, Argentina	(-34.6321033, -58.4793814, 0.0)
Beerlabs	Cervecería, Bar, Pub, Gastropub, Argentina	#2.017 de 5.004 	7.0	Calle Humboldt 1618 Humboldt y Gorriti, Buenos Aires C1414CTP Argentina	+54 11 3013-4810	http://www.beerlabs.com.ar/	4.5				Humboldt 1618, CABA, Argentina	1618, Humboldt, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414CTP, Argentina	(-34.585357897959184, -58.43610467346939, 0.0)
The Little Bar	Cervecería, Argentina, Pizzería, Pub, Sudamericana	#2.029 de 5.004 	38.0	Calle Gurruchaga 1324, Buenos Aires C1414DIB Argentina	+54 11 5612-7937	http://www.thelittlebar.com.ar/	4.0	4.0	4.0	4.0	Gurruchaga 1324, CABA, Argentina	Otra Vuelta, 1324, Gurruchaga, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414BAG, Argentina	(-34.5912266, -58.4322758, 0.0)
Vinotinto Cocina Andante	Italiana, Latina, Mediterránea, Española	#2.039 de 5.004 	9.0	Calle Julian Alvarez 1602 Esquina El Salvador, Buenos Aires C1414DSH Argentina	5448614941	http://www.vinotintococina.com/	4.5				Julian Alvarez 1602, CABA, Argentina	Vino Tinto, 1602, Julián Álvarez, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DQI, Argentina	(-34.5922113, -58.4232922, 0.0)
La Diosa	Cena	#2.040 de 5.004 	22.0	Calle El Salvador 5565, Buenos Aires C1414BQC Argentina	+54 11 2051-5959	https://www.facebook.com/cenashowboliche/	4.0	4.5	4.5	4.5	El Salvador 5565, CABA, Argentina	5565, El Salvador, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414COV, Argentina	(-34.583564510204084, -58.43494159183673, 0.0)
KFC	Cena	#2.052 de 5.004 	24.0	Calle Florida Galerias Pacifico, Buenos Aires C1053ABK Argentina	+54 11 5555-5110	http://www.kfc.com.ar/	3.5	4.0	3.5	3.5	Florida Galerias Pacifico, Buenos Aires C1053, CABA, Argentina		
Las Medialunas Del Abuelo	Desayuno, Almuerzo, Cena, Brunch	#2.055 de 5.004 	26.0	Calle San Jose de Calasanz 154 Caballito, Buenos Aires C1424AHD Argentina	4902-4430	http://www.medialunasdelabuelo.com/	4.0	4.0	4.0	4.0	San Jose de Calasanz 154, CABA, Argentina	154, San José de Calasanz, Caballito, Buenos Aires, Comuna 6, Ciudad Autónoma de Buenos Aires, C1405, Argentina	(-34.62091027142857, -58.43837593265306, 0.0)
The BARBEER	Bar, Cervecería, Comida rápida, Pub	#2.056 de 5.004 	27.0	Costa Rica 5560 Palermo Hollywwod, Buenos Aires 1414 Argentina	+54 11 2192-0682	http://thebarbeer.co/	4.0	4.5	4.0	4.0	Costa Rica 5560, CABA, Argentina	5560, Costa Rica, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425FWB, Argentina	(-34.58305264081633, -58.4343224632653, 0.0)
Subway San Telmo	Comida para llevar	#2.060 de 5.004 	31.0	Defensa 891, Buenos Aires Argentina	+54 11 2192-0682	http://www.subwayargentina.com/	3.5	3.5	3.5	3.5	Defensa 891, CABA, Argentina	891, Defensa, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1065AAR, Argentina	(-34.61832551632653, -58.37167451020408, 0.0)
El Autentico Club de La Salchicha Alemana		#2.063 de 5.004 	15.0	Calle Suipacha 184, Buenos Aires C1008AAD Argentina	+54 11 4322-3838		4.0	3.5	3.5	3.5	Suipacha 184, CABA, Argentina	184, Suipacha, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1008AAD, Argentina	(-34.60625272613626, -58.37933745148896, 0.0)
Ravens Craft Beer	Estadounidense, Argentina, Venezolana, Sudamericana	#2.064 de 5.004 	10.0	Calle Balcarce 983, Buenos Aires C1064AAS Argentina	+54 11 4322-3838	https://www.facebook.com/ravenscraftbeer/	4.5	5.0	5.0	5.0	Balcarce 983, CABA, Argentina	983, Balcarce, San Telmo, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1100AAF, Argentina	(-34.61920645714286, -58.37016890612245, 0.0)
Siete Cafe Urbano	Café, Comida rápida, Argentina, Sudamericana	#215 de 438 casas de café y té en Buenos Aires	7.0	Avenida Rivadavia 1182, Buenos Aires C1033AAO Argentina	43813873	https://www.facebook.com/sietecafeurbano/	5.0				Rivadavia 1182, CABA, Argentina	1182, Rivadavia, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1033AAO, Argentina	(-34.60859715882353, -58.38316755588235, 0.0)
Dunkel	Italiana, Estadounidense, Alemana, Brasilera, Argentina, Sudamericana	#2.075 de 5.004 	11.0	Piedras 178, Buenos Aires 1768 Argentina	5443420402		4.5	4.0	4.0	4.5	Piedras 178, CABA, Argentina	Viejo Alsina, 178, Piedras, Monserrat, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1079AAD, Argentina	(-34.6103908, -58.3776477, 0.0)
La Palomina	Argentina, Parrilla	#2.080 de 5.004 	33.0	Soler 6093, Buenos Aires 1425 Argentina	+54 11 6964-8485		4.0				Soler 6093, CABA, Argentina	6093, Soler, Las Cañitas, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BIO, Argentina	(-34.576897473469394, -58.437518971428574, 0.0)
Taco N Todo	Apto para vegetarianos	#2.089 de 5.004 	20.0	Juan Bautista Alberdi 698 Esquina con San José de Calasanz, Buenos Aires C1424BYT Argentina	+54 11 4902-5773	http://www.facebook.com/tacontodocaballito/	4.0	4.0	4.0	4.0	Juan Bautista Alberdi 698, CABA, Argentina	Juan Bautista Alberdi, Azcuénaga, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.5868149, -58.3932314, 0.0)
Temple Craft Madero	Cena	#2.090 de 5.004 	24.0	Juana Manuela Gorriti 867, Puente de la Mujer., Buenos Aires C1106 Argentina	+54 9 11 6739-0110	http://www.thetemplebar.com.ar/	4.0				Juana Manuela Gorriti 867, CABA, Argentina	Juana Manuela Gorriti, Azcuénaga, La Isla, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1128ACJ, Argentina	(-34.587521, -58.3937737, 0.0)
Esquina Taki	Cena, Bebidas	#2.097 de 5.004 	23.0	Avenida Garcia Del Rio 3003, Buenos Aires C1429DEG Argentina	+54 11 3209-5802	http://www.facebook.com/esquina.taki	4.0	4.0	4.0	4.0	Garcia Del Rio 3003, CABA, Argentina	García del Río, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1429APN, Argentina	(-34.5517465, -58.4785109, 0.0)
Demashk	Apto para vegetarianos	#2.099 de 5.004 	22.0	Charcas 3816, Buenos Aires Argentina	+54 11 4833-6699		4.0	4.5	3.5	4.5	Charcas 3816, CABA, Argentina	Demask, 3816, Charcas, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425DBD, Argentina	(-34.5875009, -58.4181667, 0.0)
Y La Vaca Chocha	Desayuno, Almuerzo, Cena, Brunch	#2.100 de 5.004 	14.0	Avenida San Juan 409, Buenos Aires C1147AAC Argentina	2047 - 5827	https://www.facebook.com/Y-la-Vaca-Chocha-418779168177808/?fref=ts	4.0	4.0	4.5	4.0	San Juan 409, CABA, Argentina	San Juan, Avenida San Juan, Constitución, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1150, Argentina	(-34.622104, -58.379921, 0.0)
Resto El Pato Loco	Almuerzo, Cena	#2.112 de 5.004 	17.0	Goncalves Días 873, Buenos Aires 1276 Argentina	+54 11 4301-9462	https://www.facebook.com/Resto-El-Pato-Loco-1818201498409385/	4.0	4.0	4.0	4.0	Goncalves Días 873, CABA, Argentina	873, Gonçalves Días, Barracas, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1276, Argentina	(-34.65276964583333, -58.37844856666666, 0.0)
Subway	Comida para llevar, Wi-Fi gratis, Acceso para silla de ruedas	#2.113 de 5.004 	65.0	Cordoba 945, Buenos Aires 1008 Argentina	43220293	http://www.subwayargentina.com/	3.5	3.5	3.0	3.0	Cordoba 945, CABA, Argentina	Córdoba, Avenida Pueyrredón, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1032, Argentina	(-34.5991974, -58.4039401, 0.0)
Ditalia	Cena	#2.116 de 5.004 	16.0	Calle Maipu 902, Buenos Aires C1006ACN Argentina	+54 11 4311-1972		4.0				Maipu 902, CABA, Argentina	902, Maipú, Microcentro, Retiro, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1006, Argentina	(-34.5975348, -58.3769461, 0.0)
Cafe de los Caminantes		#2.120 de 5.004 	13.0	Sarmiento 4701, Buenos Aires Argentina	+54 11 4311-1972		4.0	4.0	3.5	4.0	Sarmiento 4701, CABA, Argentina	Sarmiento, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, 1035, Argentina	(-34.6049873, -58.3815642, 0.0)
Parrilla Dona Tota	Almuerzo, Cena	#2.121 de 5.004 	25.0	Costa Rica 4486, Buenos Aires 1414 Argentina	+54 9 11 6113-6466	https://www.facebook.com/Parrilla.DonaTota/	4.0	4.5	4.5	4.5	Costa Rica 4486, CABA, Argentina	4486, Costa Rica, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414DOR, Argentina	(-34.589702585714285, -58.424913814285716, 0.0)
Naturaleza Divina	De la India	#2.124 de 5.004 	28.0	Ciudad de la Paz 394, Buenos Aires Argentina	3532-9996	http://www.facebook.com/Naturaleza-Divina-116643091741343/timeline	4.0	4.0	4.0	4.0	Ciudad de la Paz 394, CABA, Argentina	394, Ciudad de la Paz, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1426AEE, Argentina	(-34.57403320272509, -58.44230432566317, 0.0)
Al Fares	Apto para vegetarianos	#2.129 de 5.004 	55.0	Aráoz 1047, Buenos Aires C1414DPT Argentina	+54 11 4772-2051	http://www.facebook.com/alfaresresto/	4.0	4.0	3.5	4.0	Aráoz 1047, CABA, Argentina	1047, Aráoz, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414DPU, Argentina	(-34.595378340816325, -58.429825581632656, 0.0)
Cerveza Patagonia	Almuerzo, Cena, Abierto hasta tarde, Bebidas	#2.132 de 5.004 	9.0	Gurruchaga, 1437 Cerca esquina c/ José Antonio Cabrera, Buenos Aires C1414DID Argentina	+54 11 2122-6372	http://www.cervezapatagonia.com.ar/	4.5				Gurruchaga, 1437, CABA, Argentina	1437, Gurruchaga, Palermo Soho, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1414BAG, Argentina	(-34.590527325, -58.430845700000006, 0.0)
Confitería La Exposición		#2.137 de 5.004 	14.0	Libertad 1299 Libertad y Juncal, Buenos Aires C1018 Argentina	+54 11 4811-5307	http://www.laexposicion.com.ar/	4.0	4.5	4.0		Libertad 1299, CABA, Argentina	1299, Libertad, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1012AAY, Argentina	(-34.5929947, -58.384373, 0.0)
Buenos Aires Bakery	Desayuno, Almuerzo, Cena	#2.139 de 5.004 	9.0	Avenida Santa Fe 1185, Buenos Aires C1059ABF Argentina	4813-5398		4.5	4.0	4.0	4.0	Santa Fe 1185, CABA, Argentina	Santa Fe, Microcentro, Cinco Esquinas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina	(-34.59618315, -58.382117600912466, 0.0)
On tap Barcelona	Cena	#2.141 de 5.004 	22.0	Muñiz 1002, Buenos Aires Argentina	+54 11 2088-7043		4.0	3.0	3.5	3.5	Muñiz 1002, CABA, Argentina	On Tap Boedo, 1002, Muñiz, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1234, Argentina	(-34.6260575, -58.4256611, 0.0)
Sunderland Club	Cena, Almuerzo	#2.150 de 5.004 	23.0	L Lugones 3161, Buenos Aires 1430 Argentina	+54 11 4541-2378	https://www.facebook.com/sunderland.club.5	4.0	3.5	3.5	4.0	L Lugones 3161, CABA, Argentina		
Hotel ritz		#2.156 de 5.004 	38.0	Avenina De mayo 1111, Buenos Aires Argentina	+54 11 4541-2378		3.5				Avenina De mayo 1111, CABA, Argentina		
Mi Consuelo	Almuerzo, Cena	#2.164 de 5.004 	17.0	Calle Monroe 1420 entre Av. Del Libertador y Migueletes, Buenos Aires C1428BKP Argentina	+54 11 4787-1505		4.0	4.0	4.5	4.5	Monroe 1420, CABA, Argentina	Monroe, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, 1430, Argentina	(-34.5677567, -58.4751715, 0.0)
Musicleta Resto + Bar y Musica en vivo	Cena	#2.168 de 5.004 	9.0	Aguirre 489, Buenos Aires Argentina	+54 11 4787-1505	http://www.facebook.com/musicletabar/	4.5	4.5	4.5		Aguirre 489, CABA, Argentina	Aguirre, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414CWK, Argentina	(-34.5922604, -58.4407025, 0.0)
Eat	Desayuno, Almuerzo	#2.183 de 5.004 	23.0	Tucuman 420 Entre Reconquista y San Martin - Microcentro Porteno, Buenos Aires Argentina	43228782		4.0	3.5	3.0	3.5	Tucuman 420, CABA, Argentina	420, Tucumán, Microcentro, San Nicolás, Buenos Aires, Ciudad Autónoma de Buenos Aires, C1043AAA, Argentina	(-34.600923853061225, -58.37290707142857, 0.0)
